recipeId,labelId,assignedAt,assignedByUserId
17,3,2022-11-27 18:02:34.909,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
17,1,2022-11-27 18:02:34.909,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
18,3,2022-11-27 18:06:04.947,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
18,1,2022-11-27 18:06:04.947,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
19,3,2022-11-27 18:08:59.047,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
19,2,2022-11-27 18:08:59.047,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
19,1,2022-11-27 18:08:59.047,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
20,3,2022-11-27 18:13:41.562,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
20,2,2022-11-27 18:13:41.562,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
20,1,2022-11-27 18:13:41.562,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
4,8,2022-11-27 18:14:31.685,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
4,1,2022-11-27 18:14:31.685,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
4,2,2022-11-27 18:14:31.685,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
4,10,2022-11-27 18:14:31.685,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
8,1,2022-11-27 18:14:53.179,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
8,2,2022-11-27 18:14:53.179,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
8,8,2022-11-27 18:14:53.179,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
8,10,2022-11-27 18:14:53.179,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
8,3,2022-11-27 18:14:53.179,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
21,3,2022-12-13 10:20:20.27,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
21,1,2022-12-13 10:20:20.27,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
22,9,2022-12-13 10:26:09.572,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
22,7,2022-12-13 10:26:09.572,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
22,3,2022-12-13 10:26:09.572,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
22,2,2022-12-13 10:26:09.572,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
22,1,2022-12-13 10:26:09.572,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
23,10,2022-12-13 10:34:41.775,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
23,5,2022-12-13 10:34:41.775,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
23,2,2022-12-13 10:34:41.775,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
23,1,2022-12-13 10:34:41.775,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
24,10,2022-12-13 10:37:48.418,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
24,7,2022-12-13 10:37:48.418,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
24,5,2022-12-13 10:37:48.418,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
10,7,2022-11-20 16:53:50.344,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
10,9,2022-11-20 16:53:50.344,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
10,1,2022-11-20 16:53:50.344,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
24,2,2022-12-13 10:37:48.418,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
24,1,2022-12-13 10:37:48.418,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
25,12,2022-12-13 10:43:45.107,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
25,11,2022-12-13 10:43:45.107,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
25,4,2022-12-13 10:43:45.107,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
25,1,2022-12-13 10:43:45.107,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
26,9,2022-12-13 10:47:06.292,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
26,3,2022-12-13 10:47:06.292,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
26,1,2022-12-13 10:47:06.292,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
27,10,2022-12-13 10:50:42.033,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
27,9,2022-12-13 10:50:42.033,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
27,3,2022-12-13 10:50:42.033,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
27,2,2022-12-13 10:50:42.033,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
27,1,2022-12-13 10:50:42.033,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
28,3,2022-12-13 11:02:28.666,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
28,10,2022-12-13 11:02:28.666,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
28,8,2022-12-13 11:02:28.666,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
28,2,2022-12-13 11:02:28.666,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
28,1,2022-12-13 11:02:28.666,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
29,9,2022-12-13 11:05:58.956,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
29,10,2022-12-13 11:05:58.956,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
29,8,2022-12-13 11:05:58.956,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
29,3,2022-12-13 11:05:58.956,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
29,2,2022-12-13 11:05:58.956,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
29,1,2022-12-13 11:05:58.956,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
30,8,2022-12-13 11:10:49.458,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
30,10,2022-12-13 11:10:49.458,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
30,5,2022-12-13 11:10:49.458,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
30,2,2022-12-13 11:10:49.458,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
30,1,2022-12-13 11:10:49.458,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
31,3,2022-12-13 11:19:29.682,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
31,2,2022-12-13 11:19:29.682,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
31,1,2022-12-13 11:19:29.682,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
32,3,2022-12-13 11:23:35.823,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm
